,Food Name,GI,Serving Size,Carb Serving,GL
3530,"Sucrose, portion adjusted based on kg body weight #",132,NaN,5,7
3531,"Sucrose, portion adjusted based on kg body weight #",119,NaN,5,6
3532,"Sucrose, portion adjusted based on kg body weight #",139,NaN,5,7
3533,"Sucrose, portion adjusted based on kg body weight #",128,NaN,5,6
3534,"Brown Sugar (HongMian, Guangzhou Light Industry & Trade Group, Guangzhou, China) #",71,NaN,5,4
3535,"Sucrose, 47.5 g portion with 2.5 g D-xylose #",60,NaN,5,3
3536,"Sucrose, 25 g portion, fed with 37.7 g oats #",65,NaN,5,3
3537,"Sugar blend, 78% maltodextrin and 22% sucrose, dissolved in water #",163,NaN,5,8
3538,Trehalose #,77,NaN,5,4
3539,Trehalose #,81,NaN,5,4
3540,Trehalose #,95,NaN,5,5
3541,Trehalose (50 g) + fructose (25 g) #,66,NaN,5,3
3542,"Isomalt (Sudzucker AG, Mannheim, Germany) #",2,NaN,2.5,0.1
3543,"Lacritose, mixture containing 54.13% erythritol, 27.4% lactose, 12.9% fructose, and 5.57% sucrose #",11,NaN,2.5,0.3
3544,"Lacritose, mixture containing 54.13% erythritol, 27.4% lactose, 12.9% fructose, and 5.57% sucrose #",18,NaN,2.5,0.5
3545,Lactitol #,-1,NaN,2.5,0
3546,"Lactitol MC (Danisco sweeteners, Surrey, UK) #",3,NaN,2.5,0.1
3547,"Litesse II, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK) #",7,NaN,2.5,0.2
3548,"Litesse III ultra, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK) #",4,NaN,2.5,0.1
3549,"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",47,NaN,2.5,1
3550,"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",25,NaN,2.5,1
3551,Maltitol #,26,NaN,2.5,1
3552,"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",34,NaN,2.5,1
3553,"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",23,NaN,2.5,1
3554,"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",33,NaN,2.5,1
3555,"Malbit CR (87% maltitol) (Cerestar, Vilvoorde, Belgium) #",30,NaN,2.5,1
3556,"Maltidex 100 (> 72% maltitol) (Cerestar, Vilvoorde, Belgium) #",44,NaN,2.5,1
3557,Maltitol and Sucrose mixture (25 g Maltitol + 25 g Sucrose) #,46,NaN,2.5,1
3558,"Malbit CH (99% maltitol) (Cerestar, Vilvoorde, Belgium) #",73,NaN,2.5,2
3559,"Maltidex 200 (50% maltitol) (Cerestar, Vilvoorde, Belgium) #",89,NaN,2.5,2
3560,"SUITENA™ sweetener (Fiatec Biosystem Sdn Bhd, Malaysia), containing erythritol, xylitol and stevia #",8,NaN,2.5,0.2
3561,"Tagatose sugar replacement, Gaio® (Arla Foods, Germany) #",3,NaN,2.5,0.1
3562,25 g xylitol #,7,NaN,2.5,0.2
3563,"25 g  Xylitol C (Danisco Sweeteners, UK) #",8,NaN,2.5,0.2
3564,"Zùsto® sweetener (Zùsto, NV), containing polydextrose, erythritol, inulin, fructo-oligosaccharides, maltodextrins, isomaltulose and sucralose #",22,NaN,2.5,1
3565,"Green banana, boiled #",38,NaN,20,8
3566,"Green banana/plantain, boiled 23 min, frozen, thawed and reheated for 1 min #",65,NaN,20,13
3567,Plantain (Musa AAB) #,68,NaN,20,14
3568,"Banana, (Musa sapientum), Nendra variety, unripe, steamed 1 h #",70,NaN,20,14
3569,"Pea, cooked #",35,NaN,20,4
3570,"Pea, frozen, boiled #",39,NaN,20,4
3571,"Pea, frozen, boiled #",51,NaN,20,5
3572,"Pea, green (Pisum Sativum) #",54,NaN,20,5
3573,"Pumpkin, steamed for 15 min #",52,NaN,20,5
3574,"Pumpkin, boiled in water for 20 min, mashed and served as gruel #",53,NaN,20,5
3575,"Pumpkin, boiled for 30 min in water with 2 g salt, tested in young adults (17-18 y) #",75,NaN,20,8
3576,"Sweet corn, whole kernel, canned, diet-pack, drained  (Featherweight, USA) #",47,NaN,20,9
3577,"Sweet corn, frozen, reheated in microwave (Green Giant Pillsbury Ltd., Toronto, Canada) #",48,NaN,20,10
3578,"Sweet corn, canned, drained #",60,NaN,20,12
3579,"Sweet corn, canned, drained #",60,NaN,20,12
3580,"Sweet corn, 'Honey & Pearl' variety #",37,NaN,20,7
3581,"Sweet corn, on the cob, boiled 20 min #",48,NaN,20,10
3582,"Sweet corn, cooked #",52,NaN,20,10
3583,"Sweet corn, boiled in water with 2 g salt #",59,NaN,20,12
3584,"Sweet corn, boiled in water for 30 min with 2 g salt, tested in young adults (17-18 y) #",62,NaN,20,12
3585,"Corn, fresh, roasted #",77,NaN,20,15
3586,"Corn, fresh, boiled #",82,NaN,20,16
3587,"Beetroot, boiled in water with 2 g salt #",64,NaN,20,6
3588,"Carrots, boiled in water with 2 g salt #",92,NaN,20,9
3589,"Carrots, peeled, boiled #",33,NaN,20,3
3590,"Carrots, peeled, diced, boiled #",49,NaN,20,5
3591,"Carrots, peeled, boiled, ground to smooth paste  #",60,NaN,20,6
3592,"Carrots, raw #",16,NaN,20,2
3593,Carrots (Daucas carota) #,23,NaN,20,2
3594,"Carrots, raw, diced #",35,NaN,20,4
3595,"Carrots, raw, ground #",39,NaN,20,4
3596,"Cassava, boiled, with salt #",46,NaN,20,9
3597,"Cassava (Manihot esculenta), peeled, boiled 30 min, frozen, thawed and reheated for 1 min #",94,NaN,20,19
3598,"Parsnips, boiled in water with 2 g salt #",97,NaN,20,10
3599,"Swede (rutabaga), boiled in water with 2 g salt #",72,NaN,20,14
3600,Tannia (Xanthosoma sagittifolium) #,63,NaN,20,13
3601,"Tannia, peeled, boiled 30 min, crushed, refrigerated, reheated for 1 min #",52,NaN,20,10
3602,"Tannia, peeled, boiled 30 min, uncrushed (whole), refrigerated, reheated for 1 min #",50,NaN,20,10
3603,"Ontario potato, white, baked in skin #",60,NaN,20,12
3604,"Potatoes, NS, baked for 30 min #",78,NaN,20,16
3605,"Purple Majesty potato, purple skin and flesh, skin on, cut into cubes, oven baked for 40 min #",77,NaN,20,15
3606,"Potato, Red-Y38 variety, red skin and flesh, skin on, cut into cubes, oven baked for 40 min #",78,NaN,20,16
3607,"Russet potatoes, baked without fat #",111,NaN,20,22
3608,"Russet potatoes, baked without fat #",57,NaN,20,11
3609,"Russet potatoes, cut into quarters, baked in foil for 1 h at 230oC, peeled #",85,NaN,20,17
3610,"Russet potatoes, baked without fat, 45-60 min #",80,NaN,20,16
3611,"Russet potatoes, baked without fat #",94,NaN,20,19
3612,"Snowden potato, white skin and flesh, skin on, cut into cubes, oven baked for 40 min #",93,NaN,20,19
3613,"Yukon Gold potato, white skin and yellow flesh, skin on, cut into cubes, oven baked for 40 min #",81,NaN,20,16
3614,"Asterix potato, peeled, boiled for 18-20 min, served with 0.5 g NaCl #",79,NaN,20,16
3615,"Desiree potato, peeled, quartered, boiled 15 min in unsalted water #",77,NaN,20,15
3616,"Maris Peer potato, peeled, quartered, boiled 15 min in unsalted water #",94,NaN,20,19
3617,"Nardine potato, boiled #",70,NaN,20,14
3618,"Ontario potato, white, peeled, cut into cubes, boiled in salted water 15 min #",59,NaN,20,12
3619,"Pontiac potato, peeled, boiled whole for 30 min #",56,NaN,20,11
3620,"Prince Edward Island potato, peeled, cubed, boiled in salted water 15 min #",64,NaN,20,13
3621,"Sava potato, peeled, boiled 21-30 min #",119,NaN,20,24
3622,"Potatoes, NS, boiled with salt #",24,NaN,20,5
3623,"Potatoes, white, NS, cooked #",41,NaN,20,8
3624,Potatoes #,49,NaN,20,10
3625,"Potatoes, white, boiled #",55,NaN,20,11
3626,"Potatoes, white, NS, boiled 19 min #",57,NaN,20,11
3627,"Potatoes, white, NS, boiled in water with 1 g salt #",77,NaN,20,15
3628,"Potatoes, NS, peeled, boiled #",87,NaN,20,17
3629,"Potato, NS, peeled, boiled and then cooled to 26°C  #",55,NaN,20,11
3630,"Sava potato, peeled, boiled 21-30 min, refrigerated 24 h, consumed cold #",89,NaN,20,18
3631,"Potatoes, white, NS, boiled  in water with 1 g salt, refrigerated for 16-20 h, reheated  #",23,NaN,20,5
3632,"Irish potato, peeled, boiled 30 min, crushed, refrigerated, reheated for 1 min #",66,NaN,20,13
3633,"Irish potato, peeled, boiled 30 min, uncrushed (whole), refrigerated, reheated for 1 min #",66,NaN,20,13
3634,"Prince Edward Island potato, canned, heated in microwave (Avon, Cobi Foods Inc., Port Williams, Canada) #",62,NaN,20,12
3635,"French Fries, deep-fried in oil for 10 min #",42,NaN,20,8
3636,"French fries (Ica Handlarna, Solna, Sweden), heated in oven at 250°C for 9 min, served with 0.5 g NaCl #",55,NaN,20,11
3637,"French fries, frozen, reheated in microwave (Cavendish Farms, New Annan, Canada)  #",76,NaN,20,15
3638,"Potatoes, blended, excess water drained, then pan-fried with 50 mL oil for 15 min #",28,NaN,20,6
3639,"Instant, prepared with warm water #",74,NaN,20,15
3640,"Instant potatoes, prepared with water #",80,NaN,20,16
3641,Instant mashed potatoes #,81,NaN,20,16
3642,"Instant mashed potatoes (Edgell's Potato Whip, Edgell's, Australia), prepared with water #",86,NaN,20,17
3643,"Instant mashed potatoes (Carnation Foods Co. Ltd., Manitoba, Canada) #",87,NaN,20,17
3644,Instant mashed potatoes #,89,NaN,20,18
3645,Instant mashed potatoes #,98,NaN,20,20
3646,Instant mashed potatoes #,101,NaN,20,20
3647,"Potato, instant (Betty Crocker Idaho Potato Buds), prepared as mash with water #",120,NaN,20,24
3648,"Mashed potato, NS #",84,NaN,20,17
3649,"Mashed potato, NS #",68,NaN,20,14
3650,"Mashed potato, NS, tested in young adults (17-18 y) #",71,NaN,20,14
3651,"Ontario potato, white, peeled, cubed, boiled 15 min, mashed #",74,NaN,20,15
3652,"Prince Edward Island potato, peeled, cubed, boiled 15 min, mashed #",74,NaN,20,15
3653,"Potato, NS, peeled, sliced, cooked in microwave for 2.5-3 min #",82,NaN,20,16
3654,New potatoes #,47,NaN,20,9
3655,New potatoes #,55,NaN,20,11
3656,New potatoes #,63,NaN,20,13
3657,"New potatoes, boiled in water with 2 g salt #",70,NaN,20,14
3658,"Potatoes, NS, steamed in high heat for 35 min #",94,NaN,20,19
3659,"Potato starch, made into paste with water, steamed for 25 min #",53,NaN,20,11
3660,"Potato (Solanum Tuberosum), peeled, steamed 1 h #",65,NaN,20,13
3661,"Potato dumplings (60% white potatoes, 40% white wheat flour, boiled in salted water) #",53,NaN,20,11
3662,"Sweet potato (Ipomoea batatas), boiled  #",44,NaN,20,9
3663,"Sweet potato, boiled in water with 2 g salt #",48,NaN,20,10
3664,"Sweet potato, peeled, cubed, boiled in salted water 15 min #",60,NaN,20,12
3665,"Sweet potatoes, steamed in high heat for 35 min #",71,NaN,20,14
3666,"Sweet potato, orange #",77,NaN,20,15
3667,"Sweet potato, kumara #",78,NaN,20,16
3668,"Sweet potatoes, baked for 30 min #",91,NaN,20,18
3669,"Sweet potatoes, sliced, deep-fried in oil for 5 min #",58,NaN,20,12
3670,"Tapioca (Manihot Utilissima), steamed 1 h #",70,NaN,20,14
3671,"Tapioca boiled with milk (General Mills Canada Inc., Etobicoke, Canada) #",82,NaN,20,16
3672,"Tapioca, boiled #",93,NaN,20,19
3673,"Taro, cooked #",48,NaN,20,10
3674,"Taro (Colocasia esculenta) peeled, boiled #",54,NaN,20,11
3675,"Taro, peeled, boiled #",56,NaN,20,11
3676,"Dasheen, peeled, boiled 30 min, crushed, refrigerated, reheated for 1 min #",66,NaN,20,13
3677,"Dasheen, peeled, boiled 30 min, uncrushed (whole), refrigerated, reheated for 1 min #",75,NaN,20,15
3678,"Yam, peeled, boiled #",25,NaN,20,5
3679,"Yam, boiled in water with 2 g salt #",51,NaN,20,10
3680,"Yam (Dioscorea spp.), boiled #",74,NaN,20,15
3681,"Yam (Dioscorea spp.), boiled, consumed with 4.24 g salt #",74,NaN,20,15
3682,"Agidi, maize (Zea mays), powdered, prepared with hot water and consumed as a solid paste #",92,NaN,35,32
3683,"Amala, prepared from browned yam flour (elubo), smooth paste consistency, eaten with 30 mL vegetable stew and 35 g beef #",37,NaN,35,13
3684,"Amala, white yam (Dioscorea rotundata), powdered, prepared with hot water and consumed as a solid paste #",84,NaN,35,29
3685,"Ayaraya ji, coarsely mashed yam and pigeon pea #",56,NaN,35,20
3686,"Banku, prepared from corn dough (80%) and cassava dough (20%), stirred in hot water to form a pulp, eaten with 110 g light soup and salmon #",73,NaN,35,26
3687,"Cassava starch (Manihot utilisima), powdered, prepared with hot water and consumed as a solid paste #",99,NaN,35,35
3688,FooFoo corn (Zea mays) and ndolè (vegetable soup) #,34,NaN,35,12
3689,"FooFoo corn (Zea mays), consumed with okra (Abelmoschus esculentus) sauce #",23,NaN,35,8
3690,"FooFoo corn (Zea mays), consumed with pistachio (Pistacia vera) sauce #",12,NaN,35,4
3691,"FooFoo corn (Zea mays), consumed with ndolè (Vernonia amygdalima) #",20,NaN,35,7
3692,"FooFoo corn (Zea mays), consumed with yellow sauce (Elaeis guinensis) #",13,NaN,35,5
3693,"FooFoo corn (Zea mays), consumed with cabbage (Brassica oleracea) #",23,NaN,35,8
3694,"FooFoo corn (Zea mays), consumed with nkui (Triumpheta pentandra) #",5,NaN,35,2
3695,"FooFoo (fufu), prepared from freshly pounded plantain (80%) and cassava (20%), eaten with 110 g light soup and salmon #",55,NaN,35,19
3696,"FooFoo (fufu), prepared from processed powder of plantain, cassava and potato, eaten with 110 g light soup and salmon #",31,NaN,35,11
3697,"Fried plantain (Musa paradisiaca) and beans (Phaseolus vulgaris), cooked for 60 min meal #",24,NaN,35,8
3698,"Ga kenkey, prepared from fermented corn dough, eaten with 110 g light soup and salmon #",41,NaN,35,14
3699,"Ga kenkey, prepared from fermented cornmeal (Zea mays) eaten with fish, tomato and onion sauce #",12,NaN,35,4
3700,"Ga kenkey, prepared from fermented cornmeal (Zea mays), eaten with fish, tomato, and onion sauce #",44,NaN,35,15
3701,"Garri, roasted cassava dough (Manihot utilissima), eaten with fish, tomato, and onion sauce #",49,NaN,35,17
3702,"Garri, roasted cassava dough (Manihot utilissima) eaten with fish, tomato and onion sauce #",56,NaN,35,20
3703,"Garri, made from cassava (Manihot utilissima) which had been fermented for 24 h and dried into granules #",62,NaN,35,22
3704,"Garri, made from cassava (Manihot utilissima) which had been fermented for 48 h and dried into granules #",67,NaN,35,23
3705,"Garri, made from cassava (Manihot utilissima) which had been fermented for 72 h and dried into granules #",73,NaN,35,26
3706,"Garri/Eba, cassava (Manihot utilissima), grated, dried, shallow-fried, then prepared with hot water and consumed as a solid paste #",82,NaN,35,29
3707,"Green plantain (Musa paradisiaca), boiled, eaten with fish, tomato, and onion sauce #",41,NaN,35,14
3708,"Igbangwu, corn pudding #",51,NaN,35,18
3709,Kidney bean (Phaseolus vulgaris) stew and plantain (Musa paradisiaca) #,48,NaN,35,17
3710,Koki beans (Phaseolus vulgaris) and cassava (Manihot esculenta) #,52,NaN,35,18
3711,"Maize meal porridge, unrefined, maize-meal:water = 1:3, cooked for 20-30 min, tested in young adults (17-18 y) #",71,NaN,35,25
3712,"Maize meal porridge, refined, maize-meal:water = 1:3, cooked for 20-30 min, tested in young adults (17-18 y) #",74,NaN,35,26
3713,"Maize meal porridge/gruel, prepared with water #",111,NaN,35,39
3714,"M'fino/Morogo, wild greens, boiled in water with  2 g salt, tested in young adults (17-18 y) #",68,NaN,35,24
3715,"Millet flour porridge, prepared with water #",109,NaN,35,38
3716,"Okpa, Bambara nut pudding #",54,NaN,35,19
3717,"Pap, corn flour porridge #",72,NaN,35,25
3718,Rice (Oryzae sativa) and tomato soup #,46,NaN,35,16
3719,"Rice (Oryzae sativa), boiled for 40 min, and beans8 (Phaseolus vulgaris), cooked for 60 min meal #",36,NaN,35,13
3720,"Rice (Oryzae sativa), boiled for 40 min, and fried plantain (Musa paradisiaca) meal #",56,NaN,35,20
3721,"Semolina, wheat (Triticum aestivum), powdered, prepared with hot water and consumed as a solid paste #",95,NaN,35,33
3722,"Semovita, wheat (Triticum aestivum), powdered + 10% corn supplement, prepared with hot water and consumed as a solid paste #",96,NaN,35,34
3723,"Three-leaved yam (Dioscorea domentroum), peeled, washed, cut into 5cm2 cubes, boiled with minimal water for 30 min, consumed with a fish-vegetable soup #",50,NaN,35,18
3724,"Tuo Zaafi, prepared from unfermented maize flour stirred in hot water to form a pulp, eaten with 110 g light soup and salmon #",68,NaN,35,24
3725,"Tuwo Dawa, sorghum (Sorghum bicolor L. Moench), powdered, prepared with hot water and consumed as a solid paste #",85,NaN,35,30
3726,"Tuwo Gero, millet grains (Pennisetum typhoides), powdered, prepared with hot water and consumed as a solid paste #",94,NaN,35,33
3727,"Tuwo Masara, maize seeds (Zea mays), powdered, prepared with hot water and consumed as a solid paste #",87,NaN,35,30
3728,"Tuwo Shinkafa, rice (Oryza sativa), powdered, prepared with hot water and consumed as a solid paste #",95,NaN,35,33
3729,"Unripe plantain (Musa paradisiaca) eaten with fish, tomato and onion sauce #",40,NaN,35,14
3730,"White rice (Oryza sativa), boiled, eaten with fish, tomato, and onion sauce #",40,NaN,35,14
3731,"White rice (Oryza sativa), boiled, eaten with fish, tomato and onion sauce #",34,NaN,35,12
3732,"White yam (Dioscorea species), eaten with fish, tomato, and onion sauce #",65,NaN,35,23
3733,"Water yam (Dioscorea alata), peeled, washed, cut into 5cm2 cubes, boiled with minimal water for 30 min, consumed with a fish-vegetable soup #",31,NaN,35,11
3734,"White yam (Dioscorea rotundata Poir), peeled, washed, cut into 5cm2 cubes, boiled with minimal water for 30 min, consumed with a fish-vegetable soup #",67,NaN,35,23
3735,"Yam (Dioscorea species) eaten with fish, tomato and onion sauce #",66,NaN,35,23
3736,Yam (Dioscorea species) and groundnut Arachis hypogaea) soup #,50,NaN,35,18
3737,"Yam (D. rotunda), sliced, boiled, eaten with 30mL  vegetable stew and 35 g beef #",53,NaN,35,19
3738,"Yam (D. rotunda), sliced, boiled, pounded to smooth dough consistency, eaten with 30 mL vegetable stew and 35 g beef #",82,NaN,35,29
3739,"Awama, deep fried dough balls soaked in syrup #",81,NaN,35,28
3740,"Bourgoul a Banadoura, bulgur wheat with onions, tomato and vegetable stock #",50,NaN,35,18
3741,"Dates, Khalas variety (Tamer, dark brown commercial) (59.7 g), eaten with full-fat plain yoghurt (125 g) #",29,NaN,35,10
3742,"Dates, Khalas (Rutab, soft early ripened) (90 g), eaten with full-fat plain yoghurt (125 g) #",37,NaN,35,13
3743,"Dates, Khalas, Tamer stage (Al Saad Date factory, Al Ain, UAE) consumed with 100 mL Arabic black coffee #",42,NaN,35,15
3744,"Fatayer pastry, stuffed with halloumi cheese, baked at 180°C for 30 min #",80,NaN,35,28
3745,"Fatayer pastry, topped with Zaatar, baked at 180°C for 30 min #",80,NaN,35,28
3746,"Fatayer pastry, stuffed with spinach, lemon juice and spices, baked at 180°C for 30 min #",78,NaN,35,27
3747,"Fattit hommos, made from chickpeas, white bread, yoghurt, pine nuts, oil and garlic #",37,NaN,35,13
3748,Hummus (chickpea salad dip) #,6,NaN,35,2
3749,Kibbeh saynieh (made with lamb and burghul) #,61,NaN,35,21
3750,"Lebanese bread (white, unleavened), hummus, falafel and tabbouleh #",86,NaN,35,30
3751,"Loubieh Bzet, made from French beans, tomato, and onions, cooked for 35 min #",13,NaN,35,5
3752,Majadra (Syrian dish of lentils and rice) #,24,NaN,35,8
3753,"Meghleh, pudding made from sugar, water, powdered rice and spices #",50,NaN,35,18
3754,Middle Eastern flatbread #,97,NaN,35,34
3755,"Mihshe Malfouf, made from cabbage, short grain rice and beef, cooked for 40 min #",68,NaN,35,24
3756,"Moroccan couscous (stew of semolina, chickpeas, vegetables) #",58,NaN,35,20
3757,"Muhalabea, made with rice, sugar and whole milk, boiled to thick consistency #",83,NaN,35,29
3758,"Omani Halva, black #",52,NaN,35,18
3759,"Omani Halva, white #",55,NaN,35,19
3760,"Pizza, wheat dough with tomato, onion, mozzarella and ham, baked #",56,NaN,35,20
3761,"Qurs Aquili, enriched sweet dough, baked for 15 min #",83,NaN,35,29
3762,"Riz a Dgeg, made from basmati rice, chicken and seasoned ground meat #",57,NaN,35,20
3763,"Riz Bi Halib, pudding made from short grain rice, skim milk powder, sugar and corn flour #",57,NaN,35,20
3764,"Sago, with added sugar, cooked at low temperature to a jelly consistency #",80,NaN,35,28
3765,"Sfouf, dough made from white flour, sugar and saffron, baked at 350oC for 35 min #",49,NaN,35,17
3766,"Shearia (thinly threaded pasta-like durum wheat), shallow fried and boiled, sweetened with sugar #",84,NaN,35,29
3767,"Siyadieh, fried fish fillet, with basmati rice, onions and nuts #",15,NaN,35,5
3768,Stuffed grapevine leaves (rice and lamb stuffing with tomato sauce)  #,30,NaN,35,11
3769,"Tarhana soup (wheat flour, yoghurt, tomato, green pepper) #",20,NaN,35,7
3770,"Tanour white bread, unleavened, baked in tanour oven #",81,NaN,35,28
3771,"Turkish bread, white wheat flour #",87,NaN,35,30
